CÓDIGO;Acumulado;Semana;PERIODO
DPEN;10;86;202390
EPAQ;2;86;202390
CHDS;1;86;202390
DGOS;2;86;202390
DDGP;1;86;202390
DMTT;1;86;202390
DSCE;3;86;202390
DDLE;1;86;202390
DLIP;1;86;202390
MDDE;2;86;202390
MDAD;1;86;202390
MDTR;4;86;202390
MTEM;3;86;202390
DCPA;29;86;202390
DESU;1;86;202390
DIND;3;86;202390
PEPA;1;86;202390
MFIA;2;86;202390
MESP;1;86;202390
MHGP;2;86;202390
MEMG;2;86;202390
EOCM;4;86;202390
EOEN;11;86;202390
EOIM;1;86;202390
EOIO;10;86;202390
EOOP;8;86;202390
EOOR;6;86;202390
EOPE;8;86;202390
EORO;10;86;202390
EOTT;6;86;202390
MAFM;1;86;202390
MNPP;1;86;202390
DDPD;3;87;202390
DHGE;2;87;202390
DLGP;2;87;202390
DMDC;4;87;202390
DNEI;1;87;202390
CDCE;1;87;202390
CSEA;1;87;202390
DDEC;1;87;202390
DDIN;2;87;202390
DCOL;1;87;202390
DCHC;2;87;202390
DGCS;1;87;202390
DIPH;2;87;202390
DMSM;2;87;202390
DCAA;1;87;202390
DGGE;1;87;202390
DPPC;1;87;202390
DNEO;1;87;202390
DSMP;3;87;202390
PEOG;13;87;202390
DDEP;3;87;202390
DKAD;2;87;202390
CTSP;1;87;202390
DMBU;1;87;202390
ECAN;1;87;202390
CAFC;1;87;202390
DDSC;6;87;202390
DDUC;2;87;202390
DERS;12;87;202390
DIOD;4;87;202390
DODP;7;87;202390
DOPI;19;87;202390
DAAG;2;87;202390
DERA;12;87;202390
DERO;15;87;202390
DIQP;19;87;202390
DPAD;4;87;202390
DPEN;10;87;202390
EPAQ;2;87;202390
CHDS;1;87;202390
DDGE;1;87;202390
DGOS;5;87;202390
DDGP;1;87;202390
POPF;1;87;202390
DMTT;1;87;202390
DSCE;3;87;202390
DDLE;1;87;202390
DLIP;1;87;202390
MDRC;1;87;202390
MDDE;2;87;202390
MDAD;4;87;202390
MDTR;6;87;202390
MTEM;5;87;202390
MEDU;1;87;202390
MPSP;1;87;202390
DCPA;34;87;202390
DESU;2;87;202390
DIND;3;87;202390
PEPA;1;87;202390
DESP;1;87;202390
MFIA;2;87;202390
MESP;1;87;202390
MHGP;2;87;202390
DOCM;1;87;202390
MEMG;3;87;202390
EOCM;4;87;202390
EOEN;12;87;202390
EOIM;2;87;202390
EOIO;10;87;202390
EOOP;8;87;202390
EOOR;6;87;202390
EOPE;8;87;202390
EORO;10;87;202390
EOTT;6;87;202390
MAGS;2;87;202390
MAFM;1;87;202390
MNPP;1;87;202390
DDPD;3;88;202390
DHGE;2;88;202390
DLGP;2;88;202390
DMDC;4;88;202390
DNEI;1;88;202390
DECC;1;88;202390
CDCE;1;88;202390
CSEA;1;88;202390
DDEC;1;88;202390
DDMA;1;88;202390
DFDP;1;88;202390
DDIN;2;88;202390
DCOL;2;88;202390
DISM;3;88;202390
DNEE;4;88;202390
CPAL;4;88;202390
DCHC;2;88;202390
DDIP;1;88;202390
DGCS;2;88;202390
DIPH;3;88;202390
DMSM;5;88;202390
DOPS;1;88;202390
DCAA;1;88;202390
DGGE;2;88;202390
DPPC;3;88;202390
DNEO;1;88;202390
DSMP;3;88;202390
PEOG;17;88;202390
DDEP;3;88;202390
DKAD;2;88;202390
DMCE;1;88;202390
CTSP;1;88;202390
DEVS;1;88;202390
DGAS;1;88;202390
DMBU;4;88;202390
DPEA;1;88;202390
DSFC;2;88;202390
DISI;1;88;202390
ECAN;1;88;202390
ECNE;1;88;202390
CAFC;1;88;202390
DDSC;10;88;202390
DDUC;2;88;202390
DERS;13;88;202390
DIOD;4;88;202390
DODP;8;88;202390
DOPI;21;88;202390
DAAG;2;88;202390
DERA;14;88;202390
DERO;19;88;202390
DIQP;20;88;202390
DPAD;5;88;202390
DPEN;11;88;202390
EPAQ;2;88;202390
CHDS;1;88;202390
DDGE;1;88;202390
DGOS;8;88;202390
DGCE;1;88;202390
DDGP;1;88;202390
POPF;1;88;202390
DMTT;2;88;202390
DSCE;4;88;202390
DDLE;2;88;202390
DLIP;1;88;202390
DTCG;1;88;202390
MDRC;1;88;202390
MDDE;2;88;202390
MDAD;6;88;202390
MDTR;7;88;202390
MTEM;7;88;202390
MEDU;1;88;202390
MPSP;3;88;202390
DEON;2;88;202390
DCPA;43;88;202390
DESU;3;88;202390
DIND;3;88;202390
PEPA;1;88;202390
DESP;3;88;202390
MFIA;2;88;202390
MESP;1;88;202390
MHGP;2;88;202390
DOCM;1;88;202390
MEMG;3;88;202390
EOCM;4;88;202390
EOEN;12;88;202390
EOIM;3;88;202390
EOIO;10;88;202390
EOOP;8;88;202390
EOOR;6;88;202390
EOPE;9;88;202390
EORO;10;88;202390
EOTT;6;88;202390
MAGS;3;88;202390
MAFM;2;88;202390
MNPP;2;88;202390
DDPD;3;89;202390
DHGE;2;89;202390
DLGP;2;89;202390
DMDC;4;89;202390
DNEI;1;89;202390
DECC;1;89;202390
CDCE;1;89;202390
CSEA;1;89;202390
DDEC;2;89;202390
DDMA;1;89;202390
DFDP;1;89;202390
DITD;1;89;202390
DDIN;3;89;202390
DCOL;2;89;202390
DISM;3;89;202390
DNEE;11;89;202390
CICS;1;89;202390
CPAL;4;89;202390
DCHC;2;89;202390
DDIP;1;89;202390
DGCS;7;89;202390
DHDS;1;89;202390
DIPH;8;89;202390
DMSM;7;89;202390
DOPS;3;89;202390
DPCI;3;89;202390
DVMP;2;89;202390
DCAA;2;89;202390
DGGE;2;89;202390
DPPC;3;89;202390
DNEO;1;89;202390
DSMP;3;89;202390
PEOG;18;89;202390
DDEP;3;89;202390
DCKR;1;89;202390
DKAD;4;89;202390
DMCE;1;89;202390
DFEM;2;89;202390
CTSP;1;89;202390
DEVS;4;89;202390
DFCL;2;89;202390
DGAS;2;89;202390
DMBU;9;89;202390
DMSU;1;89;202390
DPEA;1;89;202390
DPSU;2;89;202390
DSAP;3;89;202390
DSFC;3;89;202390
DURP;2;89;202390
DISI;1;89;202390
ECAN;1;89;202390
ECNE;1;89;202390
DNDF;3;89;202390
CAFC;1;89;202390
DDSC;10;89;202390
DDUC;2;89;202390
DMOR;1;89;202390
DERS;13;89;202390
DIOD;4;89;202390
DODP;8;89;202390
DOPI;24;89;202390
DAAG;2;89;202390
DERA;16;89;202390
DERO;22;89;202390
DIQP;21;89;202390
DPAD;5;89;202390
DPEN;11;89;202390
EPAQ;3;89;202390
CHDS;1;89;202390
DDGE;2;89;202390
DGOS;20;89;202390
DGCE;2;89;202390
DDGP;1;89;202390
POPF;2;89;202390
DMTT;2;89;202390
DDPC;1;89;202390
DSCE;5;89;202390
DDLE;2;89;202390
DLIP;1;89;202390
DTCG;1;89;202390
MDRC;1;89;202390
MDDE;3;89;202390
MDAD;8;89;202390
MDTR;8;89;202390
MTEM;7;89;202390
MEDU;1;89;202390
MPSP;3;89;202390
DEON;2;89;202390
DCPA;43;89;202390
DESU;4;89;202390
DIND;3;89;202390
PEPA;1;89;202390
DESP;3;89;202390
MFIA;2;89;202390
MESP;2;89;202390
MHGP;2;89;202390
DOCM;1;89;202390
MEMG;4;89;202390
EOCM;4;89;202390
EOEN;12;89;202390
EOIM;3;89;202390
EOIO;10;89;202390
EOOP;8;89;202390
EOOR;6;89;202390
EOPE;9;89;202390
EORO;10;89;202390
EOTT;6;89;202390
MAGS;3;89;202390
MAFM;2;89;202390
MNPP;2;89;202390
DDPD;3;90;202390
DHGE;2;90;202390
DLGP;2;90;202390
DMDC;4;90;202390
DNEI;1;90;202390
DECC;1;90;202390
CDCE;1;90;202390
CIMO;1;90;202390
CSEA;1;90;202390
DDEC;2;90;202390
DDMA;1;90;202390
DFDP;1;90;202390
DITD;1;90;202390
DDIN;3;90;202390
CDFO;1;90;202390
DCOL;4;90;202390
DISM;5;90;202390
DNEE;13;90;202390
CICS;2;90;202390
CPAL;4;90;202390
DCHC;3;90;202390
DDIP;1;90;202390
DGCS;9;90;202390
DHDS;2;90;202390
DIPH;10;90;202390
DMSM;9;90;202390
DOPS;4;90;202390
DPCI;6;90;202390
DVMP;2;90;202390
DCAA;2;90;202390
DGGE;2;90;202390
DPPC;3;90;202390
DNEO;1;90;202390
DSMP;3;90;202390
PEOG;19;90;202390
DDEP;3;90;202390
DCKR;1;90;202390
DKAD;5;90;202390
DMCE;5;90;202390
DFEM;2;90;202390
CTSP;1;90;202390
DAAM;3;90;202390
DEVS;4;90;202390
DFCL;4;90;202390
DGAS;4;90;202390
DMBU;14;90;202390
DMSU;1;90;202390
DPEA;1;90;202390
DPSU;2;90;202390
DSAP;4;90;202390
DSFC;4;90;202390
DURP;7;90;202390
DISI;1;90;202390
ECAN;1;90;202390
ECNE;1;90;202390
DNDF;3;90;202390
CAFC;1;90;202390
DDSC;11;90;202390
DDUC;2;90;202390
DMOR;1;90;202390
DERS;13;90;202390
DIOD;4;90;202390
DODP;8;90;202390
DOPI;26;90;202390
DAAG;2;90;202390
DERA;16;90;202390
DERO;24;90;202390
DIQP;23;90;202390
DPAD;5;90;202390
DPEN;11;90;202390
EPAQ;3;90;202390
CEPS;1;90;202390
CHDS;1;90;202390
DDGE;2;90;202390
DGOS;25;90;202390
DGCE;3;90;202390
DRGP;1;90;202390
DDGP;1;90;202390
POPF;2;90;202390
DPSM;1;90;202390
DMTT;2;90;202390
DDDD;1;90;202390
DDPC;1;90;202390
DSCE;6;90;202390
DDLE;2;90;202390
DLIP;1;90;202390
DTCG;1;90;202390
MADP;1;90;202390
MDRC;1;90;202390
MDDE;3;90;202390
MDAD;8;90;202390
MDTR;8;90;202390
MTEM;7;90;202390
MEDU;1;90;202390
MPSP;4;90;202390
DEON;2;90;202390
DCPA;46;90;202390
DESU;5;90;202390
DIND;3;90;202390
PEPA;1;90;202390
DESP;3;90;202390
MFIA;2;90;202390
MESP;4;90;202390
MHGP;2;90;202390
DOCM;1;90;202390
DGPI;1;90;202390
MEMG;5;90;202390
MEPI;1;90;202390
EOCM;4;90;202390
EOEN;12;90;202390
EOIM;4;90;202390
EOIO;10;90;202390
EOOP;8;90;202390
EOOR;6;90;202390
EOPE;9;90;202390
EORO;10;90;202390
EOTT;6;90;202390
MDGE;1;90;202390
MAGS;4;90;202390
MAFM;2;90;202390
PMFA;1;90;202390
MNPP;2;90;202390
DDPD;3;91;202390
DHGE;2;91;202390
DLGP;2;91;202390
DMDC;4;91;202390
DNEI;1;91;202390
DECC;1;91;202390
CDCE;1;91;202390
CIMO;1;91;202390
CSEA;1;91;202390
DDEC;3;91;202390
DDMA;1;91;202390
DDUD;1;91;202390
DFDP;2;91;202390
DITD;1;91;202390
DDIN;3;91;202390
CDFO;1;91;202390
DCOL;5;91;202390
DISM;6;91;202390
DNEE;15;91;202390
CICS;2;91;202390
CACL;1;91;202390
CPAL;4;91;202390
DCHC;4;91;202390
DDIP;1;91;202390
DGCS;11;91;202390
DHDS;2;91;202390
DIPH;14;91;202390
DMSM;10;91;202390
DOPS;6;91;202390
DPCI;6;91;202390
DVMP;2;91;202390
DCAA;3;91;202390
DGGE;2;91;202390
DPPC;4;91;202390
DNEO;1;91;202390
DSMP;3;91;202390
PEOG;20;91;202390
DGCU;1;91;202390
DRET;1;91;202390
DEST;1;91;202390
DDEP;4;91;202390
DCKR;1;91;202390
DKAD;6;91;202390
DMCE;5;91;202390
DFEM;4;91;202390
CTSP;1;91;202390
CBPE;1;91;202390
DAAM;4;91;202390
DEVS;7;91;202390
DFCL;4;91;202390
DGAS;5;91;202390
DMBU;15;91;202390
DMSU;2;91;202390
DPEA;1;91;202390
DPSU;2;91;202390
DSAP;5;91;202390
DSFC;4;91;202390
DTMA;1;91;202390
DURP;12;91;202390
DISI;1;91;202390
ECAN;1;91;202390
ECNE;1;91;202390
EPAH;1;91;202390
DNDF;3;91;202390
CCSO;4;91;202390
CAFC;1;91;202390
DDSC;11;91;202390
DDUC;2;91;202390
DMOR;3;91;202390
DERS;13;91;202390
DIOD;4;91;202390
DODP;9;91;202390
DOPI;27;91;202390
DAAG;2;91;202390
DERA;16;91;202390
DERO;25;91;202390
DIQP;27;91;202390
DPAD;5;91;202390
DPEN;11;91;202390
EPAQ;3;91;202390
CEPS;1;91;202390
CHDS;1;91;202390
DDGE;2;91;202390
DGOS;28;91;202390
DGCE;3;91;202390
DRGP;1;91;202390
DDGP;1;91;202390
DDEI;1;91;202390
POPF;2;91;202390
DPSM;1;91;202390
DMTT;3;91;202390
DDDD;1;91;202390
DDPC;1;91;202390
DSCE;6;91;202390
DDLE;3;91;202390
DLIP;1;91;202390
DTCG;1;91;202390
MADP;2;91;202390
MDRC;1;91;202390
MDDE;4;91;202390
MDAD;10;91;202390
MDTR;8;91;202390
MTEM;8;91;202390
MEDU;1;91;202390
MPSP;4;91;202390
DEON;2;91;202390
DCPA;49;91;202390
DESU;5;91;202390
DIND;3;91;202390
PEPA;1;91;202390
DESP;3;91;202390
MFIA;2;91;202390
MESP;5;91;202390
MHGP;2;91;202390
DOCM;1;91;202390
DGPI;1;91;202390
MEMG;6;91;202390
MEPI;3;91;202390
EOCM;4;91;202390
EOEN;12;91;202390
EOIM;5;91;202390
EOIO;10;91;202390
EOOP;8;91;202390
EOOR;8;91;202390
EOPE;9;91;202390
EORO;10;91;202390
EOTT;7;91;202390
MDGE;2;91;202390
MAGS;4;91;202390
MAFM;2;91;202390
PMFA;1;91;202390
MNPP;2;91;202390
CFEP;1;92;202390
CGOP;2;92;202390
CMDI;1;92;202390
CNEC;1;92;202390
DCDG;4;92;202390
DDPD;8;92;202390
DGOL;11;92;202390
DHGE;5;92;202390
DLGP;15;92;202390
DMDC;17;92;202390
DNEI;2;92;202390
DTDI;3;92;202390
DHAC;3;92;202390
DECC;2;92;202390
DFUT;2;92;202390
CDCE;1;92;202390
CIMO;1;92;202390
CSEA;1;92;202390
DDEC;4;92;202390
DDMA;2;92;202390
DDUD;3;92;202390
DFDP;4;92;202390
DITD;1;92;202390
DDIN;5;92;202390
CDFO;1;92;202390
DCOL;6;92;202390
DISM;10;92;202390
DNEE;16;92;202390
PMEM;2;92;202390
CICS;2;92;202390
CBAL;26;92;202390
CACL;20;92;202390
CPAL;32;92;202390
DCHC;5;92;202390
DDIP;1;92;202390
DGCS;14;92;202390
DHDS;4;92;202390
DIPH;19;92;202390
DMSM;13;92;202390
DOPS;7;92;202390
DPCI;8;92;202390
DVMP;2;92;202390
DCAA;3;92;202390
DGGE;4;92;202390
DPPC;4;92;202390
DNEO;1;92;202390
DSMP;3;92;202390
PEOG;21;92;202390
DIFI;2;92;202390
DGCU;1;92;202390
DRET;1;92;202390
DEST;1;92;202390
DDEP;5;92;202390
DBCD;16;92;202390
DBDG;2;92;202390
DCKR;2;92;202390
DKAD;7;92;202390
DMCE;6;92;202390
DFEM;4;92;202390
CTSP;1;92;202390
CBPE;2;92;202390
DAAM;4;92;202390
DEVS;9;92;202390
DFCL;5;92;202390
DGAS;6;92;202390
DMBU;18;92;202390
DMSU;2;92;202390
DPEA;2;92;202390
DPSU;3;92;202390
DSAP;8;92;202390
DSFC;4;92;202390
DTMA;1;92;202390
DURP;15;92;202390
DISI;2;92;202390
ECAN;1;92;202390
ECNE;1;92;202390
EPAH;1;92;202390
DNDF;8;92;202390
DNNA;1;92;202390
CCSO;20;92;202390
CAFC;1;92;202390
DDSC;11;92;202390
DDUC;2;92;202390
DMOR;3;92;202390
DERS;14;92;202390
DIOD;4;92;202390
DODP;12;92;202390
DOIA;1;92;202390
DOPI;31;92;202390
DAAG;3;92;202390
DERA;16;92;202390
DERO;26;92;202390
DIQP;33;92;202390
DPAD;5;92;202390
DPEN;12;92;202390
EPAQ;3;92;202390
CEPS;1;92;202390
CHDS;1;92;202390
CPYE;1;92;202390
DDGE;2;92;202390
DGOS;39;92;202390
DGCE;3;92;202390
DRGP;1;92;202390
DDGP;4;92;202390
DDEI;6;92;202390
POPF;2;92;202390
DPSM;1;92;202390
DMTT;3;92;202390
MAEC;1;92;202390
MSCF;4;92;202390
MSCM;3;92;202390
DDDD;1;92;202390
DDPC;1;92;202390
DPPE;1;92;202390
DSCE;7;92;202390
DDLE;3;92;202390
DLIP;1;92;202390
DTCG;1;92;202390
MADP;5;92;202390
MDRC;1;92;202390
MDDE;4;92;202390
MDAD;14;92;202390
MDTR;10;92;202390
MTEM;9;92;202390
MEDU;4;92;202390
MPSP;9;92;202390
DEON;2;92;202390
DCPA;52;92;202390
DESU;5;92;202390
DIND;4;92;202390
PEPA;1;92;202390
DESP;3;92;202390
MFIA;2;92;202390
MESP;5;92;202390
MHGP;2;92;202390
DOCM;1;92;202390
DGPI;1;92;202390
MEMG;8;92;202390
DBPE;2;92;202390
MEPI;4;92;202390
EOCM;4;92;202390
EOEN;12;92;202390
EOIM;5;92;202390
EOIO;10;92;202390
EOOP;8;92;202390
EOOR;9;92;202390
EOPE;10;92;202390
EORO;10;92;202390
EOTT;7;92;202390
MDPE;2;92;202390
MDGE;3;92;202390
MAGS;4;92;202390
MAFM;2;92;202390
PMFA;1;92;202390
MNPP;2;92;202390
CFEP;1;93;202390
CGOP;2;93;202390
CMDI;1;93;202390
CNEC;1;93;202390
DCDG;4;93;202390
DDPD;8;93;202390
DGOL;11;93;202390
DHGE;5;93;202390
DLGP;15;93;202390
DMDC;18;93;202390
DNEI;2;93;202390
DTDI;3;93;202390
DHAC;3;93;202390
DECC;2;93;202390
DFUT;3;93;202390
CDCE;1;93;202390
CIMO;2;93;202390
CSEA;1;93;202390
CPAE;1;93;202390
DDEC;17;93;202390
DDMA;2;93;202390
DDUD;5;93;202390
DFDP;6;93;202390
DITD;1;93;202390
DDIN;5;93;202390
CDFO;1;93;202390
DCOL;10;93;202390
DISM;14;93;202390
DNEE;17;93;202390
PMEM;3;93;202390
CICS;2;93;202390
CBAL;28;93;202390
CACL;31;93;202390
CPAL;34;93;202390
DCHC;6;93;202390
DDIP;1;93;202390
DGCS;18;93;202390
DHDS;4;93;202390
DIPH;19;93;202390
DMSM;16;93;202390
DOPS;8;93;202390
DPCI;10;93;202390
DSVE;2;93;202390
DVMP;2;93;202390
DCAA;5;93;202390
DGGE;5;93;202390
DPPC;4;93;202390
DNEO;1;93;202390
DSMP;6;93;202390
PEOG;22;93;202390
DIFI;3;93;202390
DGCU;1;93;202390
DRET;1;93;202390
DEST;1;93;202390
DDEP;6;93;202390
DBCD;17;93;202390
DBDG;2;93;202390
DCKR;3;93;202390
DKAD;10;93;202390
DMCE;8;93;202390
DFEM;4;93;202390
CTSP;1;93;202390
CBPE;4;93;202390
DAAM;4;93;202390
DEVS;10;93;202390
DFCL;7;93;202390
DGAS;7;93;202390
DMBU;23;93;202390
DMSU;4;93;202390
DPEA;2;93;202390
DPSU;4;93;202390
DSAP;10;93;202390
DSFC;8;93;202390
DTMA;1;93;202390
DURP;19;93;202390
DISI;3;93;202390
ECAN;1;93;202390
ECMI;1;93;202390
ECNE;1;93;202390
EPAH;1;93;202390
CANP;3;93;202390
DNDF;12;93;202390
DNNA;1;93;202390
CGIE;1;93;202390
CCSO;20;93;202390
CAFC;2;93;202390
DDSC;11;93;202390
DDUC;2;93;202390
DMOR;3;93;202390
DERS;15;93;202390
DIOD;4;93;202390
DODP;12;93;202390
DOIA;1;93;202390
DOPI;33;93;202390
DAAG;3;93;202390
DERA;17;93;202390
DERO;29;93;202390
DIQP;35;93;202390
DPAD;5;93;202390
DPEN;12;93;202390
EPAQ;3;93;202390
CEPS;2;93;202390
CHDS;1;93;202390
CPYE;1;93;202390
CEXS;1;93;202390
DDGE;5;93;202390
DGOS;51;93;202390
DGCE;3;93;202390
DRGP;1;93;202390
DDGP;4;93;202390
DDEI;9;93;202390
POPF;2;93;202390
DPSM;1;93;202390
DMTT;5;93;202390
MAEC;1;93;202390
MSCF;4;93;202390
MSCM;4;93;202390
DDDD;1;93;202390
DDPC;2;93;202390
DPPE;1;93;202390
DSCE;7;93;202390
DDLE;3;93;202390
DLIP;1;93;202390
DTCG;1;93;202390
MADP;5;93;202390
MDRC;2;93;202390
MDDE;6;93;202390
MDAD;15;93;202390
MDTR;11;93;202390
MTEM;10;93;202390
MEDU;5;93;202390
MPSP;10;93;202390
DEON;3;93;202390
DCPA;63;93;202390
DESU;5;93;202390
DIND;5;93;202390
PEPA;1;93;202390
DESP;3;93;202390
MFIA;2;93;202390
MESP;5;93;202390
MHGP;2;93;202390
PGPC;1;93;202390
DOCM;1;93;202390
DGPI;1;93;202390
MEMG;8;93;202390
DBPE;2;93;202390
MEPI;4;93;202390
EOCM;5;93;202390
EOEN;13;93;202390
EOIM;5;93;202390
EOIO;10;93;202390
EOOP;8;93;202390
EOOR;9;93;202390
EOPE;10;93;202390
EORO;11;93;202390
EOTT;7;93;202390
MDPE;3;93;202390
MDGE;4;93;202390
MAGS;5;93;202390
MAFM;2;93;202390
MDFI;1;93;202390
PMFA;1;93;202390
MNPP;2;93;202390
CFEP;1;94;202390
CGOP;2;94;202390
CMDI;1;94;202390
CNEC;1;94;202390
DFNF;1;94;202390
DCDG;4;94;202390
DDPD;8;94;202390
DGOL;11;94;202390
DHGE;5;94;202390
DLGP;15;94;202390
DMDC;18;94;202390
DNEI;2;94;202390
DTDI;3;94;202390
DHAC;3;94;202390
DECC;2;94;202390
DFUT;4;94;202390
CDCE;1;94;202390
CIMO;2;94;202390
CSEA;1;94;202390
CPAE;4;94;202390
DDEC;28;94;202390
DDMA;4;94;202390
DDUD;7;94;202390
DFDP;10;94;202390
DITD;2;94;202390
DDFU;1;94;202390
DDIN;5;94;202390
DRNA;1;94;202390
CDCA;1;94;202390
CDFO;1;94;202390
DCOL;16;94;202390
DISM;17;94;202390
DNEE;24;94;202390
PMEM;4;94;202390
CICS;2;94;202390
CBAL;28;94;202390
CACL;43;94;202390
CPAL;35;94;202390
DCHC;9;94;202390
DDIP;1;94;202390
DGCS;22;94;202390
DHDS;5;94;202390
DIPH;24;94;202390
DMSM;21;94;202390
DOPS;11;94;202390
DPCI;20;94;202390
DSVE;3;94;202390
DVMP;4;94;202390
DCAA;5;94;202390
DGGE;8;94;202390
DPPC;5;94;202390
DNEO;1;94;202390
DSMP;7;94;202390
PEOG;24;94;202390
DIFI;3;94;202390
DGCU;1;94;202390
DETR;1;94;202390
DRET;1;94;202390
DEST;1;94;202390
DDEP;7;94;202390
DBCD;17;94;202390
DBDG;2;94;202390
DCKR;4;94;202390
DKAD;11;94;202390
DMCE;14;94;202390
DFEM;5;94;202390
CGMF;1;94;202390
CTSP;1;94;202390
CURV;1;94;202390
CBPE;7;94;202390
CTTM;3;94;202390
DAAM;4;94;202390
DEVS;14;94;202390
DFCL;9;94;202390
DGAS;13;94;202390
DMBU;35;94;202390
DMSU;5;94;202390
DPEA;2;94;202390
DPSU;4;94;202390
DSAP;15;94;202390
DSFC;12;94;202390
DTMA;1;94;202390
DURP;21;94;202390
DISI;3;94;202390
ECAN;1;94;202390
ECMI;1;94;202390
ECNE;1;94;202390
EPAH;1;94;202390
CANP;4;94;202390
DNDF;15;94;202390
DNNA;2;94;202390
CGIE;1;94;202390
CCSO;20;94;202390
CAFC;8;94;202390
DDSC;12;94;202390
DDUC;2;94;202390
DMOR;4;94;202390
DERS;16;94;202390
DFKM;3;94;202390
DIOD;5;94;202390
DODP;12;94;202390
DOIA;1;94;202390
DOPI;34;94;202390
DAAG;3;94;202390
DERA;18;94;202390
DERO;30;94;202390
DIQP;40;94;202390
DORE;1;94;202390
DPAD;5;94;202390
DPEN;14;94;202390
EPAQ;3;94;202390
CEPS;2;94;202390
CHDS;1;94;202390
CPYE;1;94;202390
CEXS;1;94;202390
DDGE;11;94;202390
DGOS;66;94;202390
DEXS;2;94;202390
DGCE;6;94;202390
DRGP;2;94;202390
DDGP;4;94;202390
DDEI;13;94;202390
DCEC;1;94;202390
POPF;2;94;202390
DPSM;1;94;202390
DMTT;6;94;202390
MAEC;2;94;202390
MSCF;6;94;202390
MSCM;6;94;202390
DDDD;1;94;202390
DDPC;2;94;202390
DPPE;1;94;202390
DSCE;7;94;202390
DDLE;3;94;202390
DLIP;1;94;202390
DTCG;2;94;202390
MADP;5;94;202390
MDRC;2;94;202390
MDDE;6;94;202390
MDAD;16;94;202390
MDTR;11;94;202390
MTEM;11;94;202390
MEDU;7;94;202390
MPSP;11;94;202390
DEON;4;94;202390
DCPA;71;94;202390
DESU;6;94;202390
DIND;7;94;202390
PEPA;1;94;202390
DESP;4;94;202390
MFIA;2;94;202390
MESP;5;94;202390
MHGP;2;94;202390
PGPC;1;94;202390
DOCM;1;94;202390
DGPI;1;94;202390
MEMG;8;94;202390
DBPE;2;94;202390
DESG;1;94;202390
EMAN;4;94;202390
EMCG;1;94;202390
MEPI;5;94;202390
EOCM;5;94;202390
EOEN;13;94;202390
EOIM;6;94;202390
EOIO;10;94;202390
EOOP;8;94;202390
EOOR;9;94;202390
EOPE;10;94;202390
EORO;11;94;202390
EOTT;7;94;202390
MDPE;4;94;202390
MDGE;4;94;202390
MAGS;5;94;202390
MAFM;2;94;202390
MDFI;1;94;202390
PMFA;1;94;202390
MNPP;3;94;202390
CFEP;1;95;202390
CGOP;2;95;202390
CMDI;1;95;202390
CNEC;1;95;202390
DFNF;2;95;202390
DCDG;4;95;202390
DDPD;8;95;202390
DGOL;11;95;202390
DHGE;5;95;202390
DLGP;15;95;202390
DMDC;18;95;202390
DNEI;2;95;202390
DTDI;3;95;202390
DHAC;3;95;202390
DECC;2;95;202390
DFUT;5;95;202390
CDCE;1;95;202390
CIMO;3;95;202390
CSEA;1;95;202390
CPAE;5;95;202390
CRCJ;1;95;202390
DDEC;33;95;202390
DDMA;5;95;202390
DDUD;9;95;202390
DFDP;10;95;202390
DITD;2;95;202390
DDFU;1;95;202390
DDIN;5;95;202390
DRNA;1;95;202390
CACO;2;95;202390
CDCA;1;95;202390
CDFO;1;95;202390
DCOL;19;95;202390
DISM;17;95;202390
DNEE;31;95;202390
PMEM;4;95;202390
CICS;2;95;202390
CBAL;29;95;202390
CACL;52;95;202390
CPAL;35;95;202390
DCHC;10;95;202390
DDIP;1;95;202390
DGCS;33;95;202390
DHDS;6;95;202390
DIPH;26;95;202390
DMSM;23;95;202390
DOPS;12;95;202390
DPCI;20;95;202390
DSVE;4;95;202390
DVMP;4;95;202390
DCAA;5;95;202390
DGGE;9;95;202390
DPPC;5;95;202390
DEBE;4;95;202390
DNEO;1;95;202390
DSMP;8;95;202390
PEOG;24;95;202390
DIFI;4;95;202390
PFIL;1;95;202390
DHUN;1;95;202390
DGCU;1;95;202390
DETR;1;95;202390
DRET;1;95;202390
DEST;1;95;202390
DDEP;7;95;202390
DBCD;17;95;202390
DBDG;2;95;202390
DCKR;4;95;202390
DKAD;12;95;202390
DMCE;14;95;202390
DFEM;5;95;202390
CGMF;1;95;202390
CTSP;1;95;202390
CURV;1;95;202390
CBPE;8;95;202390
CTTM;6;95;202390
CTPT;2;95;202390
DAAM;6;95;202390
DEVS;15;95;202390
DFCL;9;95;202390
DGAS;13;95;202390
DMBU;42;95;202390
DMSU;5;95;202390
DPEA;2;95;202390
DPSU;4;95;202390
DSAP;16;95;202390
DSFC;14;95;202390
DTMA;3;95;202390
DURP;28;95;202390
DISI;4;95;202390
ECAN;1;95;202390
ECMI;1;95;202390
ECNE;1;95;202390
EPAH;1;95;202390
CANP;4;95;202390
DNDF;15;95;202390
DNNA;2;95;202390
CGIE;1;95;202390
CCSO;20;95;202390
CAFC;9;95;202390
DDSC;14;95;202390
DDUC;2;95;202390
DMOR;4;95;202390
DERS;16;95;202390
DFKM;4;95;202390
DIOD;5;95;202390
DODP;13;95;202390
DOIA;1;95;202390
DOPI;36;95;202390
DAAG;3;95;202390
DERA;20;95;202390
DERO;30;95;202390
DIQP;41;95;202390
DORE;1;95;202390
